Level3,Batch Total,Correct,Incorrect,Accuracy,Univrep,Spread %,Representation
31171800,38,38,0,1,461,0.082429501,0.000219825
39111900,37,37,0,1,469,0.078891258,0.00022364
43232000,42,41,1,0.976190476,474,0.088607595,0.000226024
14111800,40,39,1,0.975,484,0.082644628,0.000230793
10131500,47,47,0,1,494,0.0951417,0.000235561
48101800,37,37,0,1,495,0.074747475,0.000236038
30103900,37,37,0,1,500,0.074,0.000238422
56112000,41,41,0,1,500,0.082,0.000238422
21101900,32,32,0,1,503,0.06361829,0.000239853
60141000,44,44,0,1,503,0.087475149,0.000239853
25174600,32,32,0,1,526,0.060836502,0.00025082
41104400,43,43,0,1,527,0.081593928,0.000251297
24141600,26,26,0,1,531,0.048964218,0.000253204
26121700,30,30,0,1,533,0.056285178,0.000254158
25191700,45,45,0,1,535,0.08411215,0.000255112
54111600,46,46,0,1,539,0.085343228,0.000257019
25174100,45,45,0,1,541,0.083179298,0.000257973
41105300,27,27,0,1,543,0.049723757,0.000258926
23153100,47,47,0,1,547,0.085923218,0.000260834
23271400,45,44,1,0.977777778,547,0.08226691,0.000260834
43202100,43,43,0,1,548,0.078467153,0.000261311
24102200,37,36,1,0.972972973,551,0.067150635,0.000262741
44121800,30,30,0,1,552,0.054347826,0.000263218
60105900,41,41,0,1,554,0.07400722,0.000264172
44102000,28,28,0,1,554,0.050541516,0.000264172
15121800,39,38,1,0.974358974,555,0.07027027,0.000264649
42271700,43,43,0,1,561,0.076648841,0.00026751
42295400,39,39,0,1,576,0.067708333,0.000274662
60101000,36,36,0,1,580,0.062068966,0.00027657
41103500,36,36,0,1,585,0.061538462,0.000278954
25174200,44,44,0,1,589,0.074702886,0.000280861
55101500,37,37,0,1,594,0.062289562,0.000283245
31152100,44,44,0,1,594,0.074074074,0.000283245
30131700,40,40,0,1,597,0.067001675,0.000284676
42182200,40,39,1,0.975,597,0.067001675,0.000284676
42142500,35,35,0,1,607,0.057660626,0.000289444
60121600,33,32,1,0.96969697,608,0.054276316,0.000289921
50193100,39,33,6,0.846153846,610,0.063934426,0.000290875
56121700,38,38,0,1,612,0.062091503,0.000291829
25172400,25,25,0,1,612,0.040849673,0.000291829
41115400,36,35,1,0.972222222,613,0.058727569,0.000292305
41122000,43,43,0,1,614,0.070032573,0.000292782
78181500,43,43,0,1,619,0.069466882,0.000295167
27112900,34,34,0,1,621,0.054750403,0.00029612
48102100,39,39,0,1,622,0.062700965,0.000296597
41104500,46,45,1,0.97826087,627,0.073365231,0.000298981
14121800,55,55,0,1,631,0.087163233,0.000300889
15111700,36,35,1,0.972222222,634,0.056782334,0.000302319
39112000,41,41,0,1,638,0.064263323,0.000304227
43201600,38,37,1,0.973684211,638,0.059561129,0.000304227
43221700,36,36,0,1,642,0.056074766,0.000306134
20111700,36,36,0,1,644,0.055900621,0.000307088
44122100,45,45,0,1,655,0.06870229,0.000312333
52151800,39,39,0,1,658,0.059270517,0.000313763
42301500,45,45,0,1,660,0.068181818,0.000314717
42294500,40,40,0,1,662,0.060422961,0.000315671
53121600,46,46,0,1,665,0.069172932,0.000317101
43212000,40,39,1,0.975,666,0.06006006,0.000317578
46182200,36,36,0,1,667,0.053973013,0.000318055
56112100,50,50,0,1,672,0.074404762,0.000320439
60104900,34,34,0,1,673,0.050520059,0.000320916
40172400,35,29,6,0.828571429,697,0.050215208,0.00033236
31161600,47,45,2,0.957446809,707,0.066478076,0.000337129
55121900,39,38,1,0.974358974,709,0.055007052,0.000338083
41103300,43,43,0,1,730,0.05890411,0.000348096
48101700,41,41,0,1,743,0.055181696,0.000354295
52141600,42,41,1,0.976190476,745,0.056375839,0.000355249
56101700,45,45,0,1,746,0.060321716,0.000355726
30103100,30,30,0,1,747,0.040160643,0.000356203
24141500,45,44,1,0.977777778,749,0.060080107,0.000357156
24141500,45,44,1,0.977777778,749,0.060080107,0.000357156
50181700,44,44,0,1,750,0.058666667,0.000357633
31162100,52,52,0,1,758,0.068601583,0.000361448
25171900,41,41,0,1,761,0.053876478,0.000362878
44103500,24,24,0,1,769,0.031209363,0.000366693
41122100,44,42,2,0.954545455,771,0.057068742,0.000367647
50181900,38,38,0,1,775,0.049032258,0.000369554
24121500,26,26,0,1,814,0.031941032,0.000388151
25172500,32,31,1,0.96875,818,0.039119804,0.000390059
31231400,46,46,0,1,830,0.055421687,0.000395781
43191500,44,43,1,0.977272727,831,0.052948255,0.000396258
40101500,36,35,1,0.972222222,847,0.042502952,0.000403887
48102000,34,34,0,1,873,0.038946163,0.000416285
25172200,42,42,0,1,900,0.046666667,0.00042916
43201400,35,35,0,1,901,0.038845727,0.000429637
14111700,40,40,0,1,905,0.044198895,0.000431544
50192900,39,39,0,1,920,0.042391304,0.000438697
60111400,38,38,0,1,921,0.041259501,0.000439174
20111600,37,37,0,1,929,0.039827772,0.000442988
25191800,44,43,1,0.977272727,956,0.046025105,0.000455863
31211700,38,38,0,1,959,0.039624609,0.000457294
41103000,39,39,0,1,983,0.039674466,0.000468738
47131500,33,33,0,1,997,0.033099298,0.000475414
31163100,35,35,0,1,1003,0.034895314,0.000478275
24101800,43,43,0,1,1006,0.042743539,0.000479705
41101500,42,40,2,0.952380952,1017,0.041297935,0.000484951
26121800,41,41,0,1,1020,0.040196078,0.000486381
42211600,42,42,0,1,1027,0.040895813,0.000489719
49101700,54,54,0,1,1043,0.05177373,0.000497349
27112600,43,43,0,1,1051,0.040913416,0.000501163
31162300,38,37,1,0.973684211,1054,0.036053131,0.000502594
46181600,54,53,1,0.981481481,1070,0.05046729,0.000510223
41115600,35,28,7,0.8,1091,0.03208066,0.000520237
43223300,42,41,1,0.976190476,1092,0.038461538,0.000520714
40142500,30,30,0,1,1095,0.02739726,0.000522144
41122500,25,25,0,1,1111,0.02250225,0.000529774
21101800,35,32,3,0.914285714,1112,0.03147482,0.000530251
60121100,33,33,0,1,1142,0.028896673,0.000544556
41105100,44,43,1,0.977272727,1150,0.03826087,0.000548371
50171800,28,28,0,1,1152,0.024305556,0.000549325
25171700,38,38,0,1,1153,0.032957502,0.000549801
39121100,41,41,0,1,1162,0.035283993,0.000554093
47121900,40,40,0,1,1183,0.033812342,0.000564107
14111600,38,38,0,1,1190,0.031932773,0.000567445
39111700,49,49,0,1,1201,0.040799334,0.00057269
41122600,32,32,0,1,1211,0.026424443,0.000577458
41123300,40,40,0,1,1216,0.032894737,0.000579843
47121800,51,50,1,0.980392157,1226,0.041598695,0.000584611
60106500,39,39,0,1,1234,0.031604538,0.000588426
50192100,42,41,1,0.976190476,1235,0.034008097,0.000588903
31162600,36,36,0,1,1238,0.02907916,0.000590333
41103900,33,32,1,0.96969697,1239,0.026634383,0.00059081
31151500,37,37,0,1,1243,0.029766693,0.000592717
56122000,42,42,0,1,1253,0.033519553,0.000597486
24111500,36,36,0,1,1264,0.028481013,0.000602731
41103700,43,40,3,0.930232558,1279,0.033620016,0.000609884
31162000,36,36,0,1,1280,0.028125,0.000610361
52151600,34,23,11,0.676470588,1281,0.026541764,0.000610837
30266700,30,30,0,1,1284,0.023364486,0.000612268
31163300,46,46,0,1,1297,0.035466461,0.000618467
41115300,39,38,1,0.974358974,1322,0.029500756,0.000630388
43201500,37,37,0,1,1324,0.027945619,0.000631342
41104200,39,38,1,0.974358974,1372,0.028425656,0.00065423
46211500,38,33,5,0.868421053,1375,0.027636364,0.000655661
41116100,31,31,0,1,1388,0.022334294,0.00066186
23242300,39,39,0,1,1391,0.028037383,0.00066329
41122400,31,31,0,1,1409,0.022001419,0.000671873
41121600,35,35,0,1,1428,0.024509804,0.000680934
95141600,41,41,0,1,1455,0.028178694,0.000693808
50171500,41,39,2,0.951219512,1460,0.028082192,0.000696193
11162100,43,43,0,1,1476,0.029132791,0.000703822
10121600,39,39,0,1,1479,0.026369168,0.000705253
24111800,39,39,0,1,1484,0.026280323,0.000707637
41102400,36,35,1,0.972222222,1490,0.024161074,0.000710498
53102500,34,33,1,0.970588235,1515,0.022442244,0.000722419
41103200,24,24,0,1,1529,0.015696534,0.000729095
30102200,41,41,0,1,1541,0.0266061,0.000734817
41112200,37,36,1,0.972972973,1552,0.023840206,0.000740062
45111800,39,37,2,0.948717949,1553,0.025112685,0.000740539
43211500,45,44,1,0.977777778,1558,0.028883184,0.000742923
47111500,26,26,0,1,1582,0.016434893,0.000754368
30161700,40,40,0,1,1585,0.025236593,0.000755798
31171700,36,36,0,1,1588,0.022670025,0.000757229
39122100,46,46,0,1,1588,0.028967254,0.000757229
44101700,40,40,0,1,1612,0.024813896,0.000768673
25174000,51,51,0,1,1631,0.03126916,0.000777733
76131600,35,34,1,0.971428571,1655,0.021148036,0.000789177
15121500,41,37,4,0.902439024,1684,0.024346793,0.000803006
52152000,44,43,1,0.977272727,1691,0.026020106,0.000806344
53131600,38,35,3,0.921052632,1698,0.02237927,0.000809681
25173100,43,37,6,0.860465116,1716,0.025058275,0.000818265
27112000,48,46,2,0.958333333,1768,0.027149321,0.000843061
25172100,40,39,1,0.975,1773,0.022560632,0.000845445
31211900,40,40,0,1,1779,0.022484542,0.000848306
44112000,44,43,1,0.977272727,1791,0.024567281,0.000854028
41104800,48,48,0,1,1793,0.026770775,0.000854982
32101500,35,33,2,0.942857143,1797,0.019476906,0.000856889
26121500,30,30,0,1,1798,0.016685206,0.000857366
23271800,45,44,1,0.977777778,1805,0.024930748,0.000860704
50202300,37,35,2,0.945945946,1823,0.020296215,0.000869287
47121600,40,38,2,0.95,1826,0.021905805,0.000870718
31161700,42,42,0,1,1847,0.022739578,0.000880731
32101600,42,40,2,0.952380952,1853,0.022665947,0.000883592
41113000,29,29,0,1,1894,0.01531151,0.000903143
30191500,33,33,0,1,1913,0.017250392,0.000912203
44121900,37,36,1,0.972972973,1922,0.01925078,0.000916495
23271700,33,27,6,0.818181818,2010,0.01641791,0.000958457
52151700,36,36,0,1,2025,0.017777778,0.00096561
31151900,42,40,2,0.952380952,2026,0.020730503,0.000966086
31181800,47,47,0,1,2027,0.023186976,0.000966563
23291800,40,40,0,1,2034,0.019665683,0.000969901
41115700,42,42,0,1,2093,0.02006689,0.000998035
27131500,47,47,0,1,2301,0.020425902,0.001097219
50161800,44,38,6,0.863636364,2321,0.018957346,0.001106755
46181700,49,42,7,0.857142857,2326,0.021066208,0.00110914
24122000,34,33,1,0.970588235,2342,0.014517506,0.001116769
44111900,44,43,1,0.977272727,2346,0.018755328,0.001118677
43202000,41,40,1,0.975609756,2425,0.016907216,0.001156347
31191600,46,46,0,1,2445,0.018813906,0.001165884
12181600,36,36,0,1,2471,0.014569,0.001178282
53121700,34,32,2,0.941176471,2473,0.013748484,0.001179236
43211700,26,22,4,0.846153846,2545,0.01021611,0.001213569
25172300,42,42,0,1,2550,0.016470588,0.001215953
25181700,38,37,1,0.973684211,2567,0.014803272,0.001224059
46182000,33,33,0,1,2571,0.012835473,0.001225966
27111600,40,39,1,0.975,2593,0.015426147,0.001236457
27121600,37,37,0,1,2599,0.014236245,0.001239318
31163200,42,41,1,0.976190476,2599,0.016160062,0.001239318
41103800,38,38,0,1,2621,0.014498283,0.001249809
48101500,41,38,3,0.926829268,2632,0.015577508,0.001255054
25172900,45,44,1,0.977777778,2643,0.017026107,0.001260299
46171500,42,36,6,0.857142857,2651,0.015843078,0.001264114
41121700,45,40,5,0.888888889,2690,0.016728625,0.001282711
41122800,41,37,4,0.902439024,2698,0.015196442,0.001286526
31201600,40,32,8,0.8,2708,0.014771049,0.001291294
39121000,43,32,11,0.744186047,2763,0.015562794,0.001317521
41112500,38,36,2,0.947368421,2797,0.013585985,0.001333733
23153000,39,38,1,0.974358974,2832,0.013771186,0.001350423
41121500,45,38,7,0.844444444,2848,0.015800562,0.001358052
39111800,44,40,4,0.909090909,2868,0.015341702,0.001367589
43201800,39,38,1,0.974358974,2909,0.013406669,0.00138714
46182400,46,44,2,0.956521739,2912,0.015796703,0.00138857
41111500,39,38,1,0.974358974,3002,0.012991339,0.001431486
60106000,29,21,8,0.724137931,3073,0.009437032,0.001465342
41113600,31,27,4,0.870967742,3089,0.01003561,0.001472972
47131700,38,31,7,0.815789474,3132,0.012132822,0.001493476
49211700,34,34,0,1,3137,0.010838381,0.00149586
47121700,39,36,3,0.923076923,3152,0.012373096,0.001503013
43202200,35,27,8,0.771428571,3165,0.011058452,0.001509212
27111800,37,29,8,0.783783784,3211,0.01152289,0.001531147
46171600,45,43,2,0.955555556,3258,0.013812155,0.001553558
26111500,41,41,0,1,3334,0.01229754,0.001589799
56121500,42,42,0,1,3335,0.012593703,0.001590275
41111700,46,30,16,0.652173913,3350,0.013731343,0.001597428
43222600,34,33,1,0.970588235,3393,0.010020631,0.001617932
40151500,42,30,12,0.714285714,3430,0.012244898,0.001635576
31163000,21,21,0,1,3457,0.006074631,0.00164845
45121500,52,50,2,0.961538462,3591,0.014480646,0.001712348
46181800,43,36,7,0.837209302,3595,0.011961057,0.001714255
30161800,41,40,1,0.975609756,3604,0.011376249,0.001718547
45111600,48,46,2,0.958333333,3609,0.013300083,0.001720931
27111900,27,22,5,0.814814815,3625,0.007448276,0.00172856
23242100,51,49,2,0.960784314,3679,0.013862463,0.00175431
25173800,44,44,0,1,3682,0.011950027,0.00175574
41104900,35,34,1,0.971428571,3707,0.009441597,0.001767661
41111900,45,41,4,0.911111111,3769,0.011939507,0.001797226
23101500,51,45,6,0.882352941,3797,0.013431657,0.001810577
25174400,42,41,1,0.976190476,3847,0.010917598,0.00183442
31162900,29,25,4,0.862068966,3913,0.007411193,0.001865891
31151600,37,36,1,0.972972973,4020,0.00920398,0.001916914
25172600,42,36,6,0.857142857,4034,0.010411502,0.00192359
26111700,46,43,3,0.934782609,4075,0.011288344,0.00194314
23291600,45,45,0,1,4134,0.010885341,0.001971274
50201700,32,30,2,0.9375,4176,0.007662835,0.001991301
21101600,46,41,5,0.891304348,4231,0.010872134,0.002017528
31162500,37,35,2,0.945945946,4286,0.008632758,0.002043754
22101700,39,39,0,1,4481,0.008703414,0.002136739
23151900,23,19,4,0.826086957,4505,0.005105438,0.002148183
52161600,28,28,0,1,4547,0.006157906,0.002168211
31162400,37,35,2,0.945945946,4822,0.007673165,0.002299343
31161900,41,41,0,1,4896,0.008374183,0.002334629
46182300,37,36,1,0.972972973,4923,0.007515742,0.002347504
52121600,34,33,1,0.970588235,5024,0.006767516,0.002395665
40183000,35,35,0,1,5225,0.006698565,0.002491511
27112100,39,35,4,0.897435897,5226,0.007462687,0.002491988
47131800,34,27,7,0.794117647,5456,0.006231672,0.002601662
52151500,44,36,8,0.818181818,5493,0.008010195,0.002619305
30161900,40,40,0,1,5531,0.007231965,0.002637425
25174800,46,43,3,0.934782609,5740,0.008013937,0.002737086
27121700,43,43,0,1,5807,0.007404856,0.002769034
23291500,44,44,0,1,5959,0.007383789,0.002841515
47131600,23,20,3,0.869565217,6344,0.003625473,0.0030251
31161800,48,47,1,0.979166667,6393,0.007508212,0.003048465
40101800,26,24,2,0.923076923,6496,0.004002463,0.00309758
30181800,49,42,7,0.857142857,6660,0.007357357,0.003175782
40183100,44,43,1,0.977272727,6754,0.006514658,0.003220606
27112200,41,40,1,0.975609756,6790,0.006038292,0.003237772
30171600,42,35,7,0.833333333,6797,0.006179197,0.00324111
55121600,38,32,6,0.842105263,6819,0.005572665,0.003251601
44121500,34,25,9,0.735294118,7193,0.004726818,0.00342994
24102000,44,38,6,0.863636364,7259,0.006061441,0.003461412
27112300,39,33,6,0.846153846,7361,0.005298193,0.00351005
41122700,48,41,7,0.854166667,7584,0.006329114,0.003616386
24101500,32,28,4,0.875,7643,0.004186838,0.00364452
40141600,39,37,2,0.948717949,7844,0.004971953,0.003740366
39122300,36,27,9,0.75,7892,0.004561581,0.003763254
39121500,38,19,19,0.5,7915,0.004801011,0.003774222
41111600,38,31,7,0.815789474,7988,0.004757136,0.003809032
39121300,44,34,10,0.772727273,8156,0.005394801,0.003889141
31171900,49,49,0,1,8313,0.005894382,0.003964006
40161800,36,36,0,1,8340,0.004316547,0.003976881
40101600,37,27,10,0.72972973,8610,0.004297329,0.004105629
60101700,44,18,26,0.409090909,8762,0.005021685,0.004178109
24112400,46,39,7,0.847826087,8917,0.005158686,0.00425202
24121800,32,32,0,1,9018,0.003548459,0.004300181
23131500,42,37,5,0.880952381,9225,0.004552846,0.004398888
39121600,43,39,4,0.906976744,9389,0.004579827,0.00447709
27111500,34,20,14,0.588235294,9442,0.003600932,0.004502363
44121600,38,33,5,0.868421053,9608,0.003955037,0.004581519
49101600,33,25,8,0.757575758,9808,0.0033646,0.004676888
26101700,37,37,0,1,10188,0.003631724,0.004858089
27131600,51,51,0,1,10327,0.004938511,0.00492437
44103100,38,29,9,0.763157895,11317,0.00335778,0.005396446
40142000,43,40,3,0.930232558,11439,0.00375907,0.005454621
41121800,40,28,12,0.7,11457,0.003491315,0.005463204
31191500,37,24,13,0.648648649,11529,0.003209298,0.005497537
44121700,35,9,26,0.257142857,12785,0.002737583,0.006096453
30181600,34,25,9,0.735294118,12920,0.002631579,0.006160827
44122000,43,19,24,0.441860465,12977,0.003313555,0.006188007
39111600,42,12,30,0.285714286,13000,0.003230769,0.006198975
39122200,38,23,15,0.605263158,13544,0.00280567,0.006458378
30161500,35,34,1,0.971428571,13888,0.002520161,0.006622412
26121600,45,20,25,0.444444444,13917,0.003233455,0.006636241
40141700,34,14,20,0.411764706,14119,0.002408103,0.006732563
48101900,38,27,11,0.710526316,14447,0.002630304,0.006888968
55121500,43,33,10,0.76744186,14466,0.002972487,0.006898028
31162700,55,55,0,1,15255,0.003605375,0.007274258
41112400,41,37,4,0.902439024,17014,0.00240978,0.008113027
43211600,39,10,29,0.256410256,17509,0.002227426,0.008349065
56101500,44,32,12,0.727272727,17607,0.002499006,0.008395796
39121700,43,26,17,0.604651163,17921,0.00239942,0.008545525
49221500,40,40,0,1,18524,0.002159361,0.008833062
52101500,37,36,1,0.972972973,18615,0.001987644,0.008876455
30181700,37,13,24,0.351351351,19129,0.001934236,0.009121553
27112700,42,6,36,0.142857143,19968,0.002103365,0.009521625
45121600,43,24,19,0.558139535,20627,0.002084646,0.009835865
31211500,44,28,16,0.636363636,21507,0.002045846,0.010255488
14111500,43,14,29,0.325581395,23354,0.001841226,0.01113622
39101600,26,12,14,0.461538462,24154,0.001076426,0.011517695
52161500,36,3,33,0.083333333,24667,0.00145944,0.011762316
52152100,34,28,6,0.823529412,25793,0.001318187,0.012299243
30171500,41,15,26,0.365853659,26341,0.001556509,0.012560553
44111500,38,17,21,0.447368421,27599,0.001376861,0.013160423
52141500,39,17,22,0.435897436,27705,0.001407688,0.013210969
23241600,40,17,23,0.425,28529,0.001402082,0.013603888
24101600,52,34,18,0.653846154,29265,0.001776867,0.013954846
43211800,48,45,3,0.9375,32051,0.001497613,0.015283334
40161500,42,13,29,0.30952381,32086,0.001308982,0.015300023
46181500,45,5,40,0.111111111,33164,0.001356893,0.015814061
31162800,41,10,31,0.243902439,33210,0.001234568,0.015835996
26111800,44,35,9,0.795454545,34962,0.001258509,0.016671427
39111500,33,2,31,0.060606061,36682,0.000899624,0.017491599
27111700,54,7,47,0.12962963,36831,0.001466156,0.017562649
30181500,34,10,24,0.294117647,36878,0.000921959,0.017585061
31161500,38,9,29,0.236842105,42395,0.000896332,0.02021581
20121600,38,10,28,0.263157895,42740,0.000889097,0.020380321
31201500,38,28,10,0.736842105,42994,0.000883844,0.02050144
39121400,38,10,28,0.263157895,44324,0.000857323,0.021135643
60121000,33,26,7,0.787878788,48788,0.000676396,0.023264275
31171500,34,23,11,0.676470588,55833,0.000608959,0.026623643
55121700,42,6,36,0.142857143,60381,0.000695583,0.02879233
27112800,41,1,40,0.024390244,94104,0.000435688,0.044872947
